Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Salary,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Years_At_Company,YearsInCurrentRole,Years_Since_Promotion,YearsWithCurrManager,Attrition_Flag
28,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,1,Research Scientist,2,Single,2216,Yes,3,4,10,4,3,7,7,3,7,1
36,No,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,4,3,Research Director,1,Married,11713,No,3,1,10,2,3,8,7,0,5,0
38,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,3,Manufacturing Director,3,Single,7861,Yes,3,4,10,4,4,1,0,0,0,0
44,No,Non-Travel,Research & Development,24,3,Medical,1,Male,1,1,Laboratory Technician,3,Single,3708,No,3,3,9,5,3,5,2,1,4,0
47,No,Travel_Frequently,Sales,3,3,Medical,4,Female,3,4,Sales Executive,3,Divorced,13770,Yes,3,4,28,2,2,22,2,11,13,0
30,No,Travel_Rarely,Sales,27,5,Marketing,3,Male,3,2,Sales Executive,4,Divorced,5304,No,4,4,10,2,2,8,7,7,7,0
29,No,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,3,1,Sales Representative,3,Single,2642,No,3,3,1,6,3,1,0,0,0,0
42,Yes,Travel_Frequently,Research & Development,19,3,Medical,3,Male,4,1,Research Scientist,3,Divorced,2759,Yes,3,4,7,2,3,2,2,2,2,1
43,No,Travel_Frequently,Sales,15,3,Life Sciences,4,Male,2,2,Sales Executive,4,Married,6804,No,3,3,7,5,3,2,2,2,2,0
34,No,Travel_Rarely,Research & Development,8,2,Medical,2,Female,3,2,Healthcare Representative,3,Single,6142,No,3,4,10,2,3,5,1,4,3,0
23,No,Travel_Rarely,Research & Development,9,1,Medical,2,Male,3,1,Laboratory Technician,1,Married,2500,No,3,4,5,2,4,4,3,0,2,0
39,No,Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,4,2,Human Resources,2,Married,6389,No,3,3,12,3,1,8,3,3,6,0
56,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,3,4,Healthcare Representative,4,Married,11103,No,3,3,30,1,2,10,7,1,1,0
40,No,Travel_Rarely,Research & Development,2,1,Medical,4,Female,2,1,Research Scientist,4,Single,2342,Yes,4,4,5,2,2,4,2,2,3,0
27,No,Travel_Rarely,Research & Development,7,3,Medical,4,Female,2,2,Healthcare Representative,1,Single,6811,No,3,1,9,2,1,7,6,0,7,0
29,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,1,Sales Representative,2,Divorced,2297,No,3,4,2,2,3,2,2,2,2,0
53,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Single,2450,No,3,4,19,4,3,2,2,2,2,0
35,No,Non-Travel,Research & Development,2,4,Life Sciences,4,Female,3,2,Healthcare Representative,1,Divorced,5093,No,3,1,16,2,4,1,0,0,0,0
32,No,Travel_Frequently,Research & Development,24,4,Life Sciences,1,Male,3,2,Laboratory Technician,4,Married,5309,No,3,4,10,2,3,10,8,4,7,0
38,No,Travel_Rarely,Research & Development,2,5,Medical,4,Male,3,1,Research Scientist,3,Married,3057,Yes,3,2,6,0,1,1,0,0,1,0
34,No,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Female,3,2,Manufacturing Director,1,Divorced,5121,No,3,3,7,3,3,0,0,0,0,0
52,No,Travel_Rarely,Sales,3,4,Marketing,3,Male,2,4,Manager,1,Married,16856,No,3,1,34,3,4,34,6,1,16,0
33,Yes,Travel_Rarely,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,4,Single,2686,Yes,3,3,10,2,2,10,9,7,8,1
25,No,Travel_Rarely,Sales,26,1,Medical,3,Female,3,2,Sales Executive,4,Single,6180,No,4,2,6,5,2,6,5,1,4,0
45,No,Travel_Rarely,Sales,2,2,Technical Degree,2,Male,1,2,Sales Representative,3,Single,6632,No,3,1,9,3,3,8,7,3,1,0
23,No,Travel_Rarely,Research & Development,10,1,Medical,1,Male,4,1,Research Scientist,3,Single,3505,No,3,4,2,3,3,2,2,0,2,0
47,Yes,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,4,2,Sales Executive,3,Single,6397,Yes,3,4,8,2,3,5,4,1,3,1
34,No,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Executive,4,Single,6274,No,4,3,6,5,3,6,5,1,4,0
55,Yes,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,5,Manager,1,Married,19859,Yes,3,4,24,2,3,5,2,1,4,1
36,No,Non-Travel,Sales,8,4,Life Sciences,1,Male,2,3,Sales Executive,1,Single,7587,No,3,2,10,1,3,10,7,0,9,0
52,No,Non-Travel,Research & Development,19,4,Medical,4,Male,3,1,Research Scientist,4,Married,4258,No,3,1,5,3,3,4,3,1,2,0
26,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,1,Laboratory Technician,4,Divorced,4364,No,3,1,5,2,3,2,2,2,0,0
29,No,Travel_Rarely,Research & Development,27,3,Medical,2,Female,3,2,Healthcare Representative,3,Married,4335,No,3,1,11,3,2,8,7,1,1,0
26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,2,2,Sales Executive,1,Single,5326,No,3,3,6,2,2,4,3,1,2,1
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,1,Research Scientist,4,Single,3280,No,3,3,10,2,3,4,2,1,3,0
54,No,Travel_Rarely,Research & Development,19,4,Medical,4,Female,3,2,Manufacturing Director,1,Divorced,5485,Yes,3,2,9,4,3,5,3,1,4,0
27,No,Travel_Frequently,Sales,8,1,Marketing,3,Male,3,2,Sales Executive,4,Married,4342,No,3,2,5,3,3,4,2,1,1,0
37,No,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,3,1,Research Scientist,1,Divorced,2782,Yes,3,2,6,3,2,5,3,4,3,0
38,No,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,4,2,Manufacturing Director,1,Single,5980,Yes,3,4,17,2,3,15,7,4,12,0
34,No,Travel_Rarely,Research & Development,2,4,Medical,3,Female,2,1,Research Scientist,1,Single,4381,No,3,3,6,3,3,6,5,1,3,0
35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,3,1,Sales Representative,4,Married,2572,No,3,2,3,1,2,3,2,0,2,0
30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Married,3833,No,4,3,7,2,3,2,2,0,2,0
40,No,Travel_Frequently,Research & Development,2,2,Medical,3,Female,4,2,Healthcare Representative,2,Married,4244,No,4,4,8,2,3,8,7,3,7,0
34,No,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,3,2,Sales Executive,1,Married,6500,No,3,2,6,1,3,3,2,1,2,0
42,No,Travel_Frequently,Research & Development,8,3,Life Sciences,2,Male,3,5,Manager,4,Divorced,18430,No,3,2,24,4,2,24,7,14,9,0
23,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Male,4,1,Laboratory Technician,1,Married,1601,Yes,4,3,1,2,3,0,0,0,0,1
24,No,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,2,1,Laboratory Technician,2,Divorced,2694,No,3,3,1,4,3,1,0,0,0,0
52,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Female,3,2,Laboratory Technician,3,Married,3149,No,4,2,9,3,3,5,2,1,4,0
50,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,4,Research Director,3,Married,17639,No,3,4,30,3,3,4,3,0,3,0
29,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,1,Laboratory Technician,1,Married,2319,Yes,3,4,1,1,3,1,0,0,0,1
33,No,Travel_Rarely,Research & Development,7,3,Medical,3,Male,3,3,Research Director,3,Married,11691,No,3,4,14,3,4,13,9,3,7,0
33,Yes,Travel_Rarely,Sales,16,3,Marketing,1,Female,3,2,Sales Executive,1,Single,5324,No,3,3,6,3,3,3,2,0,2,1
47,No,Travel_Rarely,Research & Development,2,2,Other,3,Female,3,4,Manager,4,Married,16752,Yes,3,3,26,3,2,26,14,3,0,0
36,No,Travel_Rarely,Research & Development,1,3,Other,3,Female,3,2,Manufacturing Director,2,Married,5228,No,3,1,10,2,3,9,7,0,5,0
29,No,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,4,1,Research Scientist,3,Married,2700,No,4,3,10,3,3,10,7,0,7,0
58,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,5,Research Director,2,Single,19246,Yes,3,4,40,2,3,31,15,13,8,1
35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,4,1,Research Scientist,3,Single,2506,No,3,3,7,0,3,2,2,2,2,0
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6062,Yes,3,4,8,4,3,4,3,0,2,0
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,1,Research Scientist,3,Single,4382,No,3,4,5,3,2,2,2,2,1,1
36,No,Travel_Rarely,Human Resources,13,3,Human Resources,3,Male,3,1,Human Resources,2,Married,2143,No,3,2,8,2,3,5,2,0,4,0
32,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,2,Manufacturing Director,3,Married,6162,No,3,3,14,3,3,14,13,6,8,0
40,No,Travel_Frequently,Research & Development,16,4,Medical,1,Male,2,2,Laboratory Technician,3,Single,5094,No,3,4,10,6,3,1,0,0,0,0
30,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,2,2,Manufacturing Director,4,Single,6877,Yes,4,2,12,4,2,0,0,0,0,0
45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,2,1,Research Scientist,3,Single,2274,No,3,4,1,3,3,1,0,0,0,0
42,No,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Male,3,2,Manufacturing Director,2,Married,4434,No,3,4,10,3,2,9,8,7,8,0
38,No,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,2,2,Healthcare Representative,1,Divorced,6288,No,3,3,13,3,2,4,3,1,2,0
34,No,Travel_Frequently,Research & Development,16,4,Life Sciences,3,Female,2,1,Research Scientist,4,Single,2553,No,3,3,6,3,3,5,2,1,3,0
49,Yes,Travel_Rarely,Sales,11,3,Marketing,3,Female,3,3,Sales Executive,4,Married,7654,No,3,1,9,3,4,9,8,7,7,1
55,Yes,Travel_Rarely,Sales,2,1,Medical,3,Male,3,2,Sales Executive,4,Single,5160,No,3,3,12,3,2,9,7,7,3,1
43,No,Travel_Rarely,Research & Development,14,2,Life Sciences,2,Male,3,4,Research Director,1,Married,17159,No,4,3,22,3,3,4,1,1,0,0
27,No,Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,2,3,Research Director,4,Divorced,12808,Yes,3,2,9,3,3,9,8,0,8,0
35,No,Travel_Rarely,Research & Development,7,3,Other,3,Male,3,3,Manufacturing Director,3,Single,10221,No,4,2,17,3,4,8,5,1,6,0
28,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,3,2,Sales Executive,2,Married,4779,Yes,4,1,8,2,3,8,7,7,5,0
34,No,Travel_Rarely,Human Resources,3,2,Human Resources,3,Male,3,1,Human Resources,4,Married,3737,No,3,3,4,1,1,3,2,0,2,0
26,Yes,Travel_Frequently,Research & Development,5,2,Medical,3,Female,2,1,Research Scientist,3,Married,2366,Yes,3,1,8,2,3,8,7,1,7,1
27,No,Non-Travel,Research & Development,3,3,Medical,4,Male,3,1,Research Scientist,4,Married,1706,No,3,3,0,6,2,0,0,0,0,0
51,No,Travel_Rarely,Sales,26,4,Marketing,1,Female,3,4,Manager,3,Married,16307,No,3,3,29,2,2,20,6,4,17,0
44,No,Travel_Rarely,Research & Development,4,3,Medical,4,Male,3,2,Healthcare Representative,2,Single,5933,No,3,4,10,2,2,5,2,2,3,0
25,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,4,1,Research Scientist,1,Single,3424,No,3,3,6,3,2,4,3,0,1,0
33,No,Travel_Rarely,Sales,1,3,Medical,1,Male,4,2,Sales Executive,1,Divorced,4037,No,4,1,9,5,3,9,8,0,8,0
35,No,Travel_Rarely,Research & Development,27,1,Medical,3,Female,2,1,Research Scientist,1,Single,2559,No,3,4,6,3,2,6,5,1,1,0
36,No,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,Yes,3,4,18,1,2,18,14,4,11,0
32,No,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,4403,No,3,3,8,3,2,5,2,0,3,0
30,No,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,2,1,Research Scientist,4,Divorced,3761,No,3,2,10,3,2,5,4,0,3,0
53,No,Travel_Rarely,Sales,7,2,Marketing,1,Female,2,3,Sales Executive,4,Married,10934,Yes,3,4,35,3,3,5,2,0,4,0
45,No,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,3,Sales Executive,1,Divorced,10761,Yes,3,3,18,2,3,5,4,0,2,0
32,No,Travel_Rarely,Research & Development,8,2,Medical,3,Female,4,2,Research Scientist,3,Married,5175,No,3,3,9,3,2,5,3,1,3,0
52,No,Travel_Frequently,Research & Development,25,4,Medical,3,Female,2,4,Manufacturing Director,4,Married,13826,No,4,3,31,3,3,9,8,0,0,0
37,No,Travel_Rarely,Sales,16,4,Marketing,4,Male,2,2,Sales Executive,3,Divorced,6334,No,3,4,9,2,3,1,0,0,0,0
28,No,Travel_Rarely,Human Resources,8,2,Medical,2,Male,2,1,Human Resources,4,Divorced,4936,No,3,4,6,6,3,5,1,0,4,0
22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,4775,No,4,1,4,2,1,2,2,2,2,0
44,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,4,1,Laboratory Technician,4,Married,2818,Yes,4,3,10,2,2,3,2,0,2,0
42,No,Travel_Frequently,Research & Development,2,1,Medical,2,Male,3,1,Research Scientist,4,Single,2515,Yes,3,4,8,2,3,2,1,2,2,0
36,No,Travel_Rarely,Human Resources,8,3,Life Sciences,1,Male,2,1,Human Resources,1,Married,2342,No,4,3,6,3,3,5,4,0,3,0
25,No,Travel_Rarely,Sales,3,1,Other,3,Male,3,2,Sales Executive,1,Married,4194,Yes,3,4,5,3,3,5,3,0,3,0
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Female,2,3,Manufacturing Director,3,Married,10685,Yes,4,2,17,2,3,17,14,5,15,0
35,Yes,Travel_Frequently,Research & Development,25,4,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,2022,Yes,3,1,10,3,2,10,2,7,8,1
32,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Divorced,2314,No,3,2,4,2,3,3,0,0,2,0
25,No,Travel_Rarely,Sales,4,1,Marketing,3,Male,2,2,Sales Executive,1,Married,4256,No,3,1,5,1,4,5,2,0,3,0
49,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,3,1,Research Scientist,1,Married,3580,No,3,2,7,2,3,4,2,0,2,0
24,No,Non-Travel,Research & Development,4,1,Life Sciences,1,Male,2,1,Laboratory Technician,4,Married,3162,No,3,4,6,2,2,5,2,3,4,0
32,No,Travel_Frequently,Sales,5,2,Life Sciences,2,Male,3,2,Sales Executive,2,Married,6524,No,3,4,10,3,3,10,8,5,3,0
38,No,Travel_Rarely,Sales,9,3,Marketing,2,Male,2,1,Sales Representative,2,Married,2899,No,3,4,3,3,3,2,2,1,2,0
42,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Female,4,2,Laboratory Technician,4,Married,5231,Yes,3,2,17,1,2,5,3,1,3,0
31,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,3,1,Research Scientist,4,Married,2356,Yes,3,2,8,2,3,6,4,0,2,0
29,Yes,Travel_Rarely,Sales,1,3,Medical,2,Female,2,1,Sales Representative,3,Divorced,2800,Yes,3,3,5,3,3,3,2,0,2,1
53,No,Travel_Rarely,Sales,8,3,Marketing,1,Male,3,4,Sales Executive,4,Married,11836,No,3,3,28,3,3,2,0,2,2,0
35,No,Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,2,3,Manufacturing Director,2,Married,10903,No,3,1,16,2,3,13,10,4,8,0
37,No,Travel_Frequently,Sales,21,2,Medical,3,Female,3,1,Sales Representative,4,Married,2973,No,3,2,10,3,3,5,4,0,0,0
53,No,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Female,3,4,Research Director,4,Single,14275,No,3,3,33,0,3,12,9,3,8,0
43,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,5562,No,3,2,12,2,2,5,2,2,2,0
47,No,Travel_Rarely,Sales,2,2,Marketing,3,Female,3,2,Sales Executive,4,Married,4537,Yes,4,1,8,2,3,7,6,7,7,0
37,No,Non-Travel,Sales,19,2,Medical,1,Male,3,3,Sales Executive,2,Single,7642,Yes,3,4,10,2,3,10,0,0,9,0
50,No,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,17924,No,3,4,31,3,3,31,6,14,7,0
39,No,Travel_Rarely,Human Resources,2,3,Life Sciences,4,Female,2,2,Human Resources,4,Married,5204,No,3,3,13,2,3,5,4,0,4,0
33,No,Travel_Rarely,Human Resources,3,2,Human Resources,4,Male,3,1,Human Resources,2,Divorced,2277,Yes,3,3,7,4,4,4,3,0,3,0
32,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,2795,Yes,4,3,1,2,1,1,0,0,1,1
29,No,Travel_Rarely,Research & Development,7,1,Medical,1,Female,2,1,Laboratory Technician,4,Divorced,2532,No,3,3,8,5,3,4,3,0,3,0
44,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,1,Research Scientist,1,Married,2559,Yes,3,4,8,0,3,8,7,7,1,0
28,No,Travel_Rarely,Sales,5,4,Medical,1,Male,3,2,Sales Executive,4,Single,4908,No,3,2,4,3,3,4,2,0,2,0
58,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,1,Laboratory Technician,4,Divorced,2380,Yes,3,4,3,3,2,1,0,0,0,1
43,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,3,2,Manufacturing Director,2,Divorced,4765,No,4,3,4,2,4,1,0,0,0,0
20,Yes,Travel_Rarely,Sales,2,3,Medical,3,Female,2,1,Sales Representative,3,Single,2044,No,3,4,2,3,2,2,2,0,2,1
21,Yes,Travel_Rarely,Research & Development,18,1,Other,4,Female,3,1,Research Scientist,4,Single,2693,No,3,1,1,3,2,1,0,0,0,1
36,No,Travel_Rarely,Research & Development,14,1,Life Sciences,3,Male,3,2,Healthcare Representative,4,Married,6586,Yes,3,1,17,2,2,16,8,4,11,0
47,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,2,1,Sales Representative,4,Single,3294,Yes,3,1,3,3,2,3,2,1,2,0
22,Yes,Travel_Rarely,Research & Development,3,1,Life Sciences,2,Female,3,2,Manufacturing Director,3,Married,4171,Yes,3,1,4,3,4,3,2,0,2,1
41,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Female,1,1,Laboratory Technician,4,Divorced,2778,Yes,3,3,10,1,2,7,7,1,0,1
28,No,Travel_Rarely,Research & Development,9,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,2377,No,3,2,6,2,3,2,2,2,2,0
39,Yes,Travel_Rarely,Research & Development,6,3,Medical,4,Male,3,1,Laboratory Technician,1,Married,2404,Yes,4,4,8,2,1,2,2,2,2,1
27,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,3,1,Research Scientist,3,Single,2318,No,3,3,1,2,3,1,1,0,0,0
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,2,Male,3,1,Laboratory Technician,2,Divorced,2008,No,3,2,1,3,3,1,0,1,0,0
42,No,Travel_Rarely,Sales,14,2,Medical,3,Female,2,2,Sales Executive,3,Single,6244,No,3,1,10,6,3,5,4,0,3,0
33,No,Travel_Rarely,Research & Development,1,4,Other,3,Male,2,1,Research Scientist,1,Single,2799,Yes,3,2,6,1,3,3,2,0,2,0
58,No,Travel_Rarely,Research & Development,5,3,Technical Degree,3,Female,2,3,Healthcare Representative,2,Divorced,10552,Yes,3,4,24,3,3,6,0,0,4,0
31,No,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,2,1,Sales Representative,3,Married,2329,No,3,2,13,2,4,7,7,5,2,0
35,No,Travel_Rarely,Research & Development,21,1,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,4014,Yes,4,4,10,2,1,10,6,0,7,0
49,No,Travel_Rarely,Research & Development,8,2,Other,1,Female,3,3,Laboratory Technician,2,Married,7403,No,3,3,29,3,2,26,9,1,7,0
48,No,Travel_Rarely,Research & Development,20,4,Medical,4,Male,3,1,Research Scientist,3,Married,2259,No,3,1,13,2,2,0,0,0,0,0
31,No,Non-Travel,Sales,20,2,Marketing,4,Female,3,2,Sales Executive,3,Married,6932,No,3,4,9,2,2,9,8,0,0,0
36,No,Travel_Rarely,Research & Development,7,4,Other,2,Male,3,1,Research Scientist,4,Single,4678,No,3,3,8,6,3,6,2,0,1,0
38,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Female,3,3,Research Director,1,Married,13582,No,3,2,15,3,3,15,12,5,11,0
32,No,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,2,1,Laboratory Technician,2,Married,2332,No,4,3,5,3,3,3,0,0,2,0
25,Yes,Travel_Rarely,Sales,19,2,Marketing,3,Male,2,1,Sales Representative,2,Married,2413,Yes,3,3,1,2,3,1,0,0,0,1
40,No,Travel_Rarely,Sales,10,4,Marketing,1,Male,2,3,Sales Executive,2,Divorced,9705,No,3,2,11,2,2,1,0,0,0,0
26,No,Travel_Frequently,Sales,1,3,Medical,3,Male,2,2,Sales Executive,1,Single,4294,No,3,2,7,2,3,7,7,0,7,0
41,No,Travel_Rarely,Research & Development,6,3,Medical,4,Male,3,1,Laboratory Technician,1,Single,4721,Yes,3,3,20,3,3,18,13,2,17,0
36,No,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,1,Laboratory Technician,3,Single,2519,No,4,3,16,6,3,11,8,3,9,0
19,Yes,Travel_Rarely,Sales,21,3,Other,4,Male,2,1,Sales Representative,2,Single,2121,Yes,3,2,1,3,4,1,0,0,0,1
20,Yes,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,3,1,Laboratory Technician,1,Single,2973,No,3,2,1,2,3,1,0,0,0,1
31,No,Travel_Rarely,Research & Development,12,3,Medical,4,Female,3,2,Healthcare Representative,4,Married,5855,Yes,3,3,10,2,1,9,7,8,5,0
40,No,Travel_Frequently,Research & Development,9,4,Medical,4,Male,3,1,Research Scientist,2,Divorced,3617,Yes,3,4,3,2,3,1,1,0,0,0
32,No,Travel_Rarely,Research & Development,3,4,Medical,3,Female,3,2,Manufacturing Director,1,Married,6725,No,3,3,8,2,4,8,7,6,3,0
36,Yes,Travel_Rarely,Sales,3,1,Life Sciences,3,Male,2,3,Sales Executive,4,Married,10325,Yes,3,1,16,6,3,16,7,3,7,1
33,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Female,2,2,Healthcare Representative,4,Single,6949,No,3,1,6,3,3,5,0,1,4,0
37,Yes,Travel_Rarely,Sales,1,4,Life Sciences,1,Male,2,3,Sales Executive,3,Married,10609,No,3,3,17,2,1,14,1,11,7,1
45,No,Non-Travel,Research & Development,4,2,Life Sciences,3,Male,3,2,Laboratory Technician,2,Married,4447,No,3,2,9,5,2,9,7,0,8,0
29,No,Travel_Frequently,Sales,20,3,Technical Degree,3,Female,3,1,Sales Representative,4,Married,2157,No,3,2,3,5,3,3,1,0,2,0
35,No,Travel_Rarely,Sales,18,3,Medical,3,Female,3,2,Sales Executive,3,Married,4601,No,3,2,5,3,3,5,2,1,0,0
52,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,4,Manager,4,Married,17099,No,3,2,26,2,2,9,8,7,8,0
58,Yes,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Male,3,1,Research Scientist,3,Single,2479,No,4,1,7,4,3,1,0,0,0,1
53,No,Travel_Rarely,Sales,2,2,Medical,3,Male,3,4,Manager,3,Divorced,14852,No,3,3,22,3,4,17,13,15,2,0
30,No,Travel_Rarely,Sales,8,2,Other,3,Male,3,3,Sales Executive,3,Divorced,7264,No,3,1,10,2,4,8,4,7,7,0
38,No,Non-Travel,Sales,10,3,Technical Degree,3,Female,3,2,Sales Executive,4,Single,5666,Yes,3,2,6,1,3,5,3,1,3,0
35,No,Travel_Rarely,Sales,3,4,Life Sciences,4,Male,3,3,Sales Executive,4,Divorced,7823,No,3,2,12,2,3,10,9,0,8,0
39,No,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,4,3,Sales Executive,3,Single,7880,No,3,4,9,3,3,8,7,0,7,0
40,Yes,Non-Travel,Sales,24,3,Life Sciences,2,Female,4,4,Sales Executive,2,Single,13194,Yes,3,4,22,2,2,1,0,0,0,1
47,No,Travel_Frequently,Research & Development,16,4,Medical,3,Male,4,2,Manufacturing Director,3,Divorced,5067,Yes,3,3,20,3,4,19,10,2,7,0
36,No,Non-Travel,Sales,8,4,Technical Degree,1,Male,3,2,Sales Executive,4,Divorced,5079,No,3,4,12,3,3,7,7,0,7,0
31,Yes,Non-Travel,Research & Development,9,2,Medical,3,Male,2,1,Research Scientist,1,Single,2321,Yes,4,1,4,0,3,3,2,1,2,1
33,No,Non-Travel,Sales,17,3,Life Sciences,4,Male,3,4,Manager,3,Single,17444,No,3,4,10,2,3,10,8,6,0,0
29,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Female,2,1,Research Scientist,1,Single,2404,Yes,4,3,3,5,3,0,0,0,0,1
33,No,Travel_Rarely,Research & Development,13,1,Life Sciences,2,Female,3,1,Research Scientist,4,Single,3452,No,3,1,5,4,3,3,2,0,2,0
45,No,Travel_Rarely,Research & Development,1,4,Medical,4,Female,3,1,Laboratory Technician,4,Divorced,2270,No,3,4,8,2,3,5,3,0,2,0
50,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,4,Research Director,4,Divorced,17399,No,4,3,32,1,2,5,4,1,3,0
33,No,Travel_Frequently,Research & Development,1,4,Other,3,Female,4,2,Healthcare Representative,2,Married,5488,Yes,3,1,6,2,3,6,5,1,2,0
41,No,Travel_Frequently,Research & Development,9,3,Medical,1,Male,3,5,Research Director,3,Divorced,19419,No,3,2,21,2,4,18,16,0,11,0
27,No,Travel_Rarely,Research & Development,16,4,Technical Degree,3,Female,3,1,Laboratory Technician,2,Married,2811,No,3,2,4,2,3,2,2,2,2,0
45,No,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,3633,Yes,3,3,9,2,3,9,8,0,8,0
47,No,Travel_Rarely,Sales,4,2,Life Sciences,4,Female,3,2,Sales Executive,4,Single,4163,Yes,3,3,9,0,3,9,0,0,7,0
